intent,text,response
GetRecipe,Humus tarifi verir misin,"Humus tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı haşlanmış nohut, 3 diş sarımsak, 4 yemek kaşığı tahin, 1 adet limon, zeytinyağı, kimyon, tuz. Yapılışı: 1. Nohutları robottan geçirin. 2. Sarımsak ve tahini ekleyin. 3. Limon suyu ve baharatları ekleyin. 4. Pürüzsüz olana kadar çekin. 5. Zeytinyağı ile servis yapın."
GetRecipe,Babagannuş tarifi verir misin,"Babagannuş tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 adet patlıcan, 2 diş sarımsak, yarım limon, zeytinyağı, maydanoz, tuz. Yapılışı: 1. Patlıcanları közleyin. 2. Kabuklarını soyup ezin. 3. Sarımsak ve limon suyunu ekleyin. 4. Zeytinyağı ve tuz ekleyin. 5. Maydanozla süsleyip servis yapın."
GetRecipe,Haydari tarifi verir misin,"Haydari tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g süzme yoğurt, 2 diş sarımsak, taze nane, dereotu, zeytinyağı, tuz. Yapılışı: 1. Yoğurdu süzün. 2. Sarımsağı ezin. 3. Yeşillikleri ince kıyın. 4. Tüm malzemeleri karıştırın. 5. Zeytinyağı ile servis yapın."
GetRecipe,Patlıcan Salatası tarifi verir misin,"Patlıcan Salatası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 adet patlıcan, 2 diş sarımsak, 1 adet kapya biber, yarım limon, zeytinyağı, tuz. Yapılışı: 1. Patlıcan ve biberi közleyin. 2. Kabuklarını soyup küp doğrayın. 3. Sarımsağı ezin. 4. Tüm malzemeleri karıştırın. 5. Zeytinyağı ve limonla servis yapın."
GetRecipe,Acılı Ezme tarifi verir misin,"Acılı Ezme tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 4 adet domates, 2 adet biber, 1 adet soğan, maydanoz, pul biber, zeytinyağı, nar ekşisi, tuz. Yapılışı: 1. Sebzeleri çok ince doğrayın. 2. Maydanozu kıyın. 3. Baharatları ekleyin. 4. Zeytinyağı ve nar ekşisi ekleyin. 5. Karıştırıp servis yapın."
GetRecipe,Çoban Salata tarifi verir misin,"Çoban Salata tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 adet domates, 2 adet salatalık, 1 adet soğan, 2 adet yeşil biber, maydanoz, zeytinyağı, limon, tuz. Yapılışı: 1. Domatesleri ve salatalıkları küp doğrayın. 2. Soğan ve biberi ince doğrayın. 3. Maydanozu kıyın. 4. Tüm malzemeleri karıştırın. 5. Zeytinyağı, limon ve tuzla tatlandırın."
GetRecipe,Rus Salatası tarifi verir misin,"Rus Salatası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 adet patates, 2 adet havuç, 1 su bardağı bezelye, 2 adet salatalık turşusu, mayonez, tuz, karabiber. Yapılışı: 1. Patates ve havuçları haşlayıp küp doğrayın. 2. Bezelyeleri haşlayın. 3. Turşuları küp doğrayın. 4. Tüm malzemeleri karıştırın. 5. Mayonez ve baharatlarla tatlandırın."
GetRecipe,Mercimek Salatası tarifi verir misin,"Mercimek Salatası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 su bardağı yeşil mercimek, 1 adet soğan, 1 adet havuç, maydanoz, dereotu, zeytinyağı, limon, tuz. Yapılışı: 1. Mercimeği haşlayın. 2. Soğan ve havucu küp doğrayın. 3. Yeşillikleri kıyın. 4. Tüm malzemeleri karıştırın. 5. Zeytinyağı ve limonla tatlandırın."
GetRecipe,Kısır Salatası tarifi verir misin,"Kısır Salatası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı ince bulgur, 2 adet domates, 2 adet yeşil biber, maydanoz, taze soğan, zeytinyağı, nar ekşisi, salça, pul biber, tuz. Yapılışı: 1. Bulguru ıslatın. 2. Sebzeleri ince doğrayın. 3. Yeşillikleri kıyın. 4. Tüm malzemeleri karıştırın. 5. Soslarla tatlandırın."
GetRecipe,Tavuklu Sezar Salata tarifi verir misin,"Tavuklu Sezar Salata tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 adet marul, 200g tavuk göğsü, kruton, parmesan peyniri, sezar sosu, tuz, karabiber. Yapılışı: 1. Tavuğu ızgarada pişirin. 2. Marulu doğrayın. 3. Tavuğu dilimleyin. 4. Tüm malzemeleri karıştırın. 5. Sezar sosu ile servis yapın."
GetRecipe,Karışık Turşu tarifi verir misin,"Karışık Turşu tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Salatalık, lahana, havuç, biber, kereviz sapı, sarımsak, limon tuzu, sirke, tuz, su. Yapılışı: 1. Sebzeleri yıkayıp doğrayın. 2. Kavanozlara yerleştirin. 3. Sirke, tuz ve limon tuzunu suda eritin. 4. Salamurayı sebzelerin üzerine dökün. 5. 1 hafta sonra tüketime hazır olur."
GetRecipe,Salatalık Turşusu tarifi verir misin,"Salatalık Turşusu tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg salatalık, 5-6 diş sarımsak, dereotu, asma yaprağı, sirke, tuz, su. Yapılışı: 1. Salatalıkları yıkayın. 2. Kavanozun dibine dereotu ve asma yaprağı koyun. 3. Salatalıkları ve sarımsakları dizin. 4. Sirke ve tuzlu su karışımını dökün. 5. 1 hafta bekletin."
GetRecipe,Biber Turşusu tarifi verir misin,"Biber Turşusu tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg sivri biber, sarımsak, limon tuzu, sirke, tuz, su. Yapılışı: 1. Biberleri yıkayın. 2. Kavanoza biberleri ve sarımsakları dizin. 3. Sirke, tuz ve limon tuzunu suda eritin. 4. Karışımı biberlerin üzerine dökün. 5. 1 hafta sonra tüketebilirsiniz."
GetRecipe,Lahana Turşusu tarifi verir misin,"Lahana Turşusu tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 adet lahana, havuç, kereviz sapı, tuz, sirke, su. Yapılışı: 1. Lahanayı ince şeritler halinde doğrayın. 2. Havuç ve kerevizi julyen doğrayın. 3. Tüm malzemeleri kavanoza yerleştirin. 4. Sirke ve tuzlu su karışımını dökün. 5. 2 hafta bekletin."
GetRecipe,Domates Turşusu tarifi verir misin,"Domates Turşusu tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg yeşil domates, sarımsak, dereotu, maydanoz, sirke, tuz, su. Yapılışı: 1. Domatesleri yıkayın. 2. Kavanoza otları yerleştirin. 3. Domatesleri ve sarımsakları dizin. 4. Sirke ve tuzlu su karışımını dökün. 5. 2 hafta bekletin."
GetRecipe,Çilek Reçeli tarifi verir misin,"Çilek Reçeli tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg çilek, 1 kg toz şeker, yarım limon. Yapılışı: 1. Çilekleri yıkayıp ayıklayın. 2. Şekerle karıştırıp 2 saat bekletin. 3. Kısık ateşte kaynatın. 4. Limon suyunu ekleyin. 5. Kıvam alınca kavanozlara doldurun."
GetRecipe,Kayısı Reçeli tarifi verir misin,"Kayısı Reçeli tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg kayısı, 1 kg toz şeker, yarım limon. Yapılışı: 1. Kayısıları ikiye bölün. 2. Şekerle karıştırıp bir gece bekletin. 3. Kısık ateşte kaynatın. 4. Limon suyunu ekleyin. 5. Kıvam alınca kavanozlara doldurun."
GetRecipe,İncir Reçeli tarifi verir misin,"İncir Reçeli tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg taze incir, 1 kg toz şeker, yarım limon, karanfil. Yapılışı: 1. İncirleri yıkayıp saplarını kesin. 2. Şekerle karıştırıp bekletin. 3. Karanfil ekleyip kaynatın. 4. Limon suyunu ekleyin. 5. Kıvam alınca kavanozlara doldurun."
GetRecipe,Vişne Reçeli tarifi verir misin,"Vişne Reçeli tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 kg vişne, 1 kg toz şeker. Yapılışı: 1. Vişneleri yıkayıp çekirdeklerini çıkarın. 2. Şekerle karıştırıp bekletin. 3. Kısık ateşte kaynatın. 4. Köpüklerini alın. 5. Kıvam alınca kavanozlara doldurun."
GetRecipe,Portakal Reçeli tarifi verir misin,"Portakal Reçeli tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 5 adet portakal, 1 kg toz şeker, 1 adet limon. Yapılışı: 1. Portakalları ince dilimleyin. 2. Şekerle karıştırıp bir gece bekletin. 3. Kısık ateşte kaynatın. 4. Limon suyunu ekleyin. 5. Kıvam alınca kavanozlara doldurun."
GetRecipe,Sade Kek tarifi verir misin,"Sade Kek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 yumurta, 1 su bardağı şeker, 1 su bardağı süt, 1 su bardağı sıvı yağ, 3 su bardağı un, 1 paket kabartma tozu, 1 paket vanilya. Yapılışı: 1. Yumurta ve şekeri çırpın. 2. Sıvı malzemeleri ekleyin. 3. Kuru malzemeleri ekleyip karıştırın. 4. Kalıba dökün. 5. 170 derecede 40 dakika pişirin."
GetRecipe,Kakaolu Kek tarifi verir misin,"Kakaolu Kek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 yumurta, 1 su bardağı şeker, 1 su bardağı süt, 1 su bardağı sıvı yağ, 2.5 su bardağı un, 3 yemek kaşığı kakao, 1 paket kabartma tozu, 1 paket vanilya. Yapılışı: 1. Yumurta ve şekeri çırpın. 2. Sıvı malzemeleri ekleyin. 3. Kuru malzemeleri eleyip karıştırın. 4. Kalıba dökün. 5. 170 derecede 35-40 dakika pişirin."
GetRecipe,Un Kurabiyesi tarifi verir misin,"Un Kurabiyesi tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 125g tereyağı, 1 su bardağı pudra şekeri, 1 yumurta, 2.5 su bardağı un, 1 paket vanilya. Yapılışı: 1. Tereyağı ve şekeri karıştırın. 2. Yumurtayı ekleyin. 3. Un ve vanilyayı ekleyip yoğurun. 4. Şekil verip tepsiye dizin. 5. 180 derecede 15 dakika pişirin."
GetRecipe,Cevizli Kurabiye tarifi verir misin,"Cevizli Kurabiye tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 250g tereyağı, 1 su bardağı pudra şekeri, 1 yumurta, 3 su bardağı un, 1 su bardağı çekilmiş ceviz, 1 paket vanilya. Yapılışı: 1. Tereyağı ve şekeri karıştırın. 2. Yumurtayı ekleyin. 3. Un, ceviz ve vanilyayı ekleyip yoğurun. 4. Şekil verip tepsiye dizin. 5. 180 derecede 20 dakika pişirin."
GetRecipe,Brownie tarifi verir misin,"Brownie tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 200g bitter çikolata, 150g tereyağı, 3 yumurta, 1 su bardağı şeker, 1 su bardağı un, 3 yemek kaşığı kakao, 1 paket vanilya. Yapılışı: 1. Çikolata ve tereyağını eritin. 2. Yumurta ve şekeri çırpın. 3. Çikolatalı karışımı ekleyin. 4. Kuru malzemeleri ekleyip karıştırın. 5. 180 derecede 25 dakika pişirin."
GetRecipe,Domates Çorbası tarifi verir misin,"Domates Çorbası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 5 adet domates, 1 adet soğan, 2 yemek kaşığı un, 2 yemek kaşığı tereyağı, 1 su bardağı süt, tuz, karabiber. Yapılışı: 1. Domatesleri rendeleyin. 2. Soğanı yemeklik doğrayıp tereyağında kavurun. 3. Un ekleyip kavurun. 4. Domates ve süt ekleyip karıştırın. 5. Kısık ateşte pişirip blenderdan geçirin."
GetRecipe,Ezogelin Çorbası tarifi verir misin,"Ezogelin Çorbası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 su bardağı kırmızı mercimek, 1/2 su bardağı pirinç, 1/2 su bardağı bulgur, 1 adet soğan, 2 yemek kaşığı biber salçası, tereyağı, nane, pul biber, tuz. Yapılışı: 1. Mercimek, pirinç ve bulguru haşlayın. 2. Soğanı kavurup salça ekleyin. 3. Haşlanan malzemelere ekleyin. 4. Baharatları ekleyip karıştırın. 5. Üzerine naneli tereyağı gezdirin."
GetRecipe,Yayla Çorbası tarifi verir misin,"Yayla Çorbası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 su bardağı pirinç, 1 su bardağı yoğurt, 1 yumurta, 2 yemek kaşığı un, tereyağı, nane, tuz. Yapılışı: 1. Pirinci haşlayın. 2. Yoğurt, yumurta ve unu çırpın. 3. Çorbaya azar azar ekleyip karıştırın. 4. Kısık ateşte pişirin. 5. Üzerine naneli tereyağı gezdirin."
GetRecipe,Tarhana Çorbası tarifi verir misin,"Tarhana Çorbası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 yemek kaşığı tarhana, 2 yemek kaşığı tereyağı, 1 yemek kaşığı biber salçası, pul biber, nane, tuz. Yapılışı: 1. Tarhanayı suda ıslatın. 2. Tereyağında salçayı kavurun. 3. Tarhanayı ekleyip karıştırın. 4. Kısık ateşte pişirin. 5. Baharatlarla servis yapın."
GetRecipe,İşkembe Çorbası tarifi verir misin,"İşkembe Çorbası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g işkembe, 2 yemek kaşığı un, 2 yumurta sarısı, 4 diş sarımsak, sirke, tereyağı, tuz, karabiber. Yapılışı: 1. İşkembeyi haşlayın. 2. Un ve yumurta sarısını çırpın. 3. Çorbaya ekleyip karıştırın. 4. Sarımsak ve sirke sosunu hazırlayın. 5. Servis yaparken üzerine sos ekleyin."
GetRecipe,Pizza Margherita tarifi verir misin,"Pizza Margherita tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pizza hamuru için: 3 su bardağı un, 1 paket instant maya, 1 çay kaşığı tuz, 1 çay kaşığı şeker, 3 yemek kaşığı zeytinyağı, ılık su. Üzeri için: Domates sosu, mozzarella peyniri, taze fesleğen, zeytinyağı. Yapılışı: 1. Hamur malzemelerini yoğurup 30 dakika mayalandırın. 2. Hamuru açıp domates sosu sürün. 3. Mozzarella peyniri ekleyin. 4. 220 derece fırında 15-20 dakika pişirin. 5. Fesleğen ve zeytinyağı ile servis edin."
GetRecipe,Sushi Roll tarifi verir misin,"Sushi Roll tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı sushi pirinci, 4 yaprak nori, 200g somon, 1 avokado, 1 salatalık, wasabi, soya sosu, sushi sirkesi. Yapılışı: 1. Pirinci yıkayıp pişirin ve sushi sirkesi ile karıştırın. 2. Nori yaprağını bambu hasırına yerleştirin. 3. Üzerine pirinç yayın. 4. Somon, avokado ve salatalık şeritlerini koyun. 5. Sıkıca sarıp dilimleyin. 6. Wasabi ve soya sosu ile servis edin."
GetRecipe,Pad Thai tarifi verir misin,"Pad Thai tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 400g pirinç eriştesi, 200g tofu, 200g karides, 2 yumurta, taze soğan, filiz, fıstık, limon, balık sosu, tamarind sosu. Yapılışı: 1. Eriştelerı ıslatıp yumuşatın. 2. Tofu ve karidesleri soteleyin. 3. Yumurtaları çırpıp pişirin. 4. Eriştelerı ekleyip soslarla karıştırın. 5. Fıstık ve limonla servis edin."
GetRecipe,Ratatouille tarifi verir misin,"Ratatouille tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 patlıcan, 2 kabak, 2 biber, 4 domates, 1 soğan, 4 diş sarımsak, zeytinyağı, kekik, tuz, karabiber. Yapılışı: 1. Sebzeleri dilimleyin. 2. Soğan ve sarımsağı kavurun. 3. Sebzeleri dairesel dizin. 4. Baharatları ekleyin. 5. 180 derecede 45 dakika pişirin."
GetRecipe,Paella tarifi verir misin,"Paella tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı bomba pirinci, safran, 300g tavuk, 200g karides, midye, bezelye, kırmızı biber, zeytinyağı. Yapılışı: 1. Tavuğu soteleyin. 2. Pirinci ve safranı ekleyin. 3. Deniz ürünlerini ve sebzeleri ekleyin. 4. Su ekleyip karıştırmadan pişirin. 5. Altı tutunca servis yapın."
GetRecipe,Moussaka tarifi verir misin,"Moussaka tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 patlıcan, 500g kıyma, 2 soğan, 2 domates, beşamel sos, kaşar peyniri, tuz, karabiber. Yapılışı: 1. Patlıcanları kızartın. 2. Kıymalı harç hazırlayın. 3. Beşamel sos yapın. 4. Malzemeleri kat kat dizin. 5. 180 derecede 45 dakika pişirin."
GetRecipe,Kung Pao Chicken tarifi verir misin,"Kung Pao Chicken tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g tavuk göğsü, 1 su bardağı fıstık, 2 biber, 4 diş sarımsak, soya sosu, susam yağı, taze zencefil. Yapılışı: 1. Tavuğu kuşbaşı doğrayın. 2. Sosları karıştırın. 3. Tavuk ve biberleri wokta kavurun. 4. Fıstık ekleyin. 5. Pirinç ile servis edin."
GetRecipe,Pho tarifi verir misin,"Pho tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 500g sığır eti, pirinç eriştesi, soğan, zencefil, anason, tarçın, taze otlar, filiz. Yapılışı: 1. Et suyunu baharatlarla kaynatın. 2. Eriştelerı haşlayın. 3. Eti ince dilimleyin. 4. Kaselere eriştelerı koyun. 5. Üzerine sıcak et suyu ve malzemeleri ekleyin."
GetRecipe,Bibimbap tarifi verir misin,"Bibimbap tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı pirinç, 200g sığır kıyma, havuç, ıspanak, soya filizi, yumurta, gochujang sosu. Yapılışı: 1. Pirinci pişirin. 2. Sebzeleri ayrı ayrı soteleyin. 3. Kıymayı pişirin. 4. Pirinç üzerine malzemeleri dizin. 5. Yumurta ve acı biber sosu ile servis yapın."
GetRecipe,Tempura tarifi verir misin,"Tempura tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Karides, sebzeler (havuç, tatlı biber, kabak), 1 su bardağı un, 1 yumurta, buz, tuz. Yapılışı: 1. Hamuru buz ile hazırlayın. 2. Karides ve sebzeleri temizleyin. 3. Malzemeleri hamura bulayıp kızartın. 4. Soya sosu ile servis edin."
GetRecipe,Churros tarifi verir misin,"Churros tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 1 su bardağı su, 125g tereyağı, 1 su bardağı un, 3 yumurta, tarçınlı şeker, sıvı yağ. Yapılışı: 1. Su ve tereyağını kaynatın. 2. Un ekleyip karıştırın. 3. Yumurtaları teker teker ekleyin. 4. Sıkma torbasıyla şekil verip kızartın. 5. Tarçınlı şekere bulayın."
GetRecipe,Gulab Jamun tarifi verir misin,"Gulab Jamun tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı süt tozu, 1/2 su bardağı un, 1/4 su bardağı tereyağı, süt. Şerbet için: 2 su bardağı şeker, 1 su bardağı su, gül suyu, kakule. Yapılışı: 1. Hamur malzemelerini yoğurun. 2. Küçük toplar yapın. 3. Kızartın. 4. Şerbeti hazırlayıp sıcak şerbete atın."
GetRecipe,Tom Yum tarifi verir misin,"Tom Yum tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 8 adet karides, 200g mantar, 2 adet limon otu, galangal, 4 adet acı biber, kaffir lime yaprağı, balık sosu, limon suyu. Yapılışı: 1. Et suyunu kaynatın. 2. Limon otu, galangal ve lime yaprağı ekleyin. 3. Mantar ve karidesleri ekleyin. 4. Balık sosu ve limon suyu ile tatlandırın."
GetRecipe,Falafel tarifi verir misin,"Falafel tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı nohut, 1 adet soğan, 4 diş sarımsak, maydanoz, kişniş, kimyon, tuz, karabiber. Yapılışı: 1. Nohutları bir gece ıslatın. 2. Tüm malzemeleri robottan geçirin. 3. Köfte şekli verip dinlendirin. 4. Kızgın yağda kızartın."
GetRecipe,Gazpacho tarifi verir misin,"Gazpacho tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 6 adet domates, 1 salatalık, 1 kırmızı biber, 2 diş sarımsak, zeytinyağı, sirke, bayat ekmek, tuz. Yapılışı: 1. Sebzeleri doğrayın. 2. Blenderdan geçirin. 3. Zeytinyağı ve sirke ekleyin. 4. Soğuk servis yapın."
GetRecipe,Enchiladas tarifi verir misin,"Enchiladas tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 8 adet mısır tortilla, 300g tavuk, 1 soğan, domates sosu, kaşar peyniri, acı sos. Yapılışı: 1. Tavuğu çekin ve soğanla kavurun. 2. Tortillaları sosla ıslatın. 3. İçine tavuk koyup sarın. 4. Üzerine sos ve peynir koyup fırınlayın."
GetRecipe,Dim Sum tarifi verir misin,"Dim Sum tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Hamur için: 2 su bardağı un, su, tuz. İç harç için: Kıyma, soğan, zencefil, soya sosu. Yapılışı: 1. Hamuru yoğurup dinlendirin. 2. İç harcı hazırlayın. 3. Hamurdan küçük bezeler açıp doldurun. 4. Buharda pişirin."
GetRecipe,Schnitzel tarifi verir misin,"Schnitzel tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 4 dilim dana eti, 2 yumurta, galeta unu, un, sıvı yağ, tuz, karabiber, limon. Yapılışı: 1. Etleri döverek inceltip tuzlayın. 2. Una, yumurtaya ve galeta ununa bulayın. 3. Kızgın yağda kızartın. 4. Limonla servis yapın."
